序号,股票代码,股票简称,最新价,涨跌幅,换手率,流入资金,流出资金,净额,成交额
2211,300577,开润股份,21.15,0.28%,1.00%,1701.37万,1327.69万,373.68万,3029.06万
2212,000888,峨眉山A,14.27,0.28%,3.25%,1.14亿,1.28亿,-1444.56万,2.44亿
2213,000404,长虹华意,7.12,0.28%,1.79%,4762.53万,4094.25万,668.28万,8870.68万
2214,000068,华控赛格,3.52,0.28%,0.91%,1689.30万,1509.31万,180.00万,3224.55万
2215,000031,大悦城,3.74,0.27%,1.32%,1.12亿,9797.51万,1356.48万,2.12亿
2216,301667,纳百川,67.86,0.27%,7.26%,5631.51万,5466.44万,165.06万,1.11亿
2217,002700,万憬能源,7.37,0.27%,1.89%,2006.78万,1618.67万,388.12万,3680.73万
2218,001332,锡装股份,55.95,0.27%,1.74%,2694.13万,1977.59万,716.54万,4700.82万
2219,603248,锡华科技,22.57,0.27%,4.65%,3806.16万,3464.89万,341.27万,7271.07万
2220,000679,大连友谊,7.35,0.27%,2.13%,2830.55万,2697.65万,132.90万,5589.79万
2221,001223,欧克科技,58.66,0.27%,1.69%,4534.05万,4572.67万,-38.62万,9244.39万
2222,603048,浙江黎明,22.12,0.27%,0.94%,1709.10万,1353.26万,355.84万,3062.37万
2223,301118,恒光股份,26.14,0.27%,2.26%,3474.03万,2756.39万,717.64万,6230.41万
2224,605138,盛泰集团,7.56,0.27%,0.56%,1374.57万,982.98万,391.59万,2357.54万
2225,300055,万邦达,7.42,0.27%,1.29%,3305.46万,2769.26万,536.20万,6074.71万
2226,603377,ST东时,3.7,0.27%,0.78%,1131.91万,921.51万,210.40万,2053.41万
2227,600619,海立股份,18.31,0.27%,1.54%,1.20亿,1.02亿,1772.14万,2.23亿
2228,600261,阳光照明,3.67,0.27%,1.08%,2698.37万,2597.34万,101.03万,5295.70万
2229,300659,中孚信息,14.89,0.27%,2.71%,3896.29万,3807.03万,89.26万,7703.32万
2230,300449,汉邦高科,7.32,0.27%,1.22%,1818.98万,1578.35万,240.63万,3425.07万
2231,300231,银信科技,11.07,0.27%,2.81%,7015.40万,6640.31万,375.09万,1.38亿
2232,002383,合众思壮,11.24,0.27%,2.17%,8942.36万,9177.77万,-235.41万,1.81亿
2233,000889,中嘉博创,3.66,0.27%,1.41%,2538.57万,1877.52万,661.06万,4471.15万
2234,001380,华纬科技,23.35,0.26%,2.43%,2519.68万,2447.73万,71.96万,5005.47万
2235,301163,宏德股份,30.75,0.26%,2.46%,2345.76万,1802.50万,543.26万,4148.25万
2236,300869,康泰医学,15.56,0.26%,0.89%,1641.81万,1856.42万,-214.61万,3498.23万
2237,605189,富春染织,15.34,0.26%,1.45%,2589.97万,1761.74万,828.23万,4351.72万
2238,300130,新国都,26.78,0.26%,2.46%,1.55亿,1.31亿,2332.94万,2.86亿
2239,002852,道道全,11.37,0.26%,1.74%,2874.66万,2745.58万,129.08万,5650.14万
2240,605005,合兴股份,19.03,0.26%,0.33%,1621.62万,851.60万,770.01万,2473.22万
2241,600079,ST人福,19.28,0.26%,1.23%,1.73亿,1.92亿,-1900.61万,3.64亿
2242,300732,设研院,7.67,0.26%,1.38%,2227.70万,1696.15万,531.55万,3923.86万
2243,002608,江苏国信,7.7,0.26%,0.40%,6707.12万,4622.69万,2084.43万,1.15亿
2244,002551,尚荣医疗,3.86,0.26%,1.68%,2148.39万,1727.54万,420.85万,3961.74万
2245,002535,林州重机,3.89,0.26%,1.41%,1897.78万,2168.82万,-271.04万,4116.59万
2246,002132,恒星科技,3.84,0.26%,1.84%,4743.11万,5160.70万,-417.59万,9903.83万
2247,601026,道生天合,19.8,0.25%,2.91%,2811.50万,3389.05万,-577.54万,6200.55万
2248,301297,富乐德,39.5,0.25%,1.58%,9702.91万,1.13亿,-1640.45万,2.10亿
2249,002640,跨境通,3.99,0.25%,2.57%,8300.25万,7325.28万,974.97万,1.59亿
2250,002403,爱仕达,12.23,0.25%,0.73%,1419.77万,1252.73万,167.04万,2674.33万
2251,301603,乔锋智能,67.75,0.25%,3.75%,4799.28万,4829.62万,-30.34万,9628.91万
2252,300845,捷安高科,12.07,0.25%,3.31%,3046.55万,2729.67万,316.88万,5776.22万
2253,002392,北京利尔,8.01,0.25%,1.34%,6334.50万,5917.24万,417.26万,1.23亿
2254,600612,老凤祥,44.78,0.25%,1.44%,1.11亿,9503.30万,1547.63万,2.06亿
2255,600594,益佰制药,4.06,0.25%,1.83%,3087.39万,2839.06万,248.33万,5926.44万
2256,600308,华泰股份,3.94,0.25%,1.04%,2986.93万,3279.60万,-292.67万,6266.53万
2257,600195,中牧股份,7.93,0.25%,0.98%,3978.17万,3938.89万,39.28万,7917.06万
2258,300346,南大光电,52.73,0.25%,3.40%,5.79亿,6.00亿,-2048.96万,11.79亿
2259,300041,回天新材,11.94,0.25%,2.39%,8469.07万,6953.76万,1515.31万,1.56亿
2260,002855,捷荣技术,16.22,0.25%,0.69%,1369.07万,1389.03万,-19.96万,2769.45万
2261,002550,千红制药,7.88,0.25%,1.48%,5870.49万,4898.73万,971.77万,1.10亿
2262,000411,英特集团,12.28,0.24%,1.68%,3432.52万,4112.07万,-679.54万,7612.10万
2263,603277,银都股份,16.44,0.24%,0.12%,621.85万,543.98万,77.88万,1165.83万
2264,600082,海泰发展,4.25,0.24%,2.21%,2988.89万,2984.03万,4.86万,5972.93万
2265,300787,海能实业,12.71,0.24%,4.32%,5554.21万,4997.76万,556.45万,1.06亿
2266,300715,凯伦股份,12.38,0.24%,1.72%,3753.80万,3356.09万,397.71万,7109.89万
2267,300388,节能国祯,8.38,0.24%,0.86%,2849.11万,2039.62万,809.49万,4888.73万
2268,300211,*ST亿通,8.47,0.24%,1.22%,1672.32万,1341.02万,331.30万,3074.24万
2269,002726,龙大美食,4.12,0.24%,1.36%,2931.88万,3014.06万,-82.19万,6052.11万
2270,002703,浙江世宝,21.0,0.24%,8.30%,5.20亿,4.92亿,2779.13万,10.25亿
2271,002449,国星光电,8.5,0.24%,1.08%,3073.72万,2622.79万,450.93万,5696.77万
2272,002221,东华能源,8.2,0.24%,0.96%,6115.33万,5378.17万,737.16万,1.15亿
2273,002034,旺能环境,17.03,0.24%,0.60%,2108.76万,2348.91万,-240.15万,4464.48万
2274,000936,华西股份,8.28,0.24%,2.28%,8336.61万,8354.75万,-18.14万,1.68亿
2275,000881,中广核技,8.28,0.24%,1.23%,4301.77万,4158.69万,143.08万,8586.38万
2276,301618,长联科技,51.78,0.23%,2.08%,1890.40万,1689.31万,201.10万,3579.71万
2277,001299,美能能源,13.3,0.23%,2.12%,3216.16万,2910.01万,306.15万,6189.45万
2278,601065,江盐集团,8.59,0.23%,1.68%,3340.64万,2679.36万,661.29万,6020.00万
2279,603207,小方制药,30.47,0.23%,2.70%,2219.88万,2280.73万,-60.85万,4500.61万
2280,301055,张小泉,21.51,0.23%,1.16%,2099.39万,1787.54万,311.85万,3886.93万
2281,688395,正弦电气,26.64,0.23%,0.88%,1146.53万,877.27万,269.26万,2023.79万
2282,301008,宏昌科技,34.58,0.23%,2.09%,4502.36万,3871.05万,631.31万,8373.75万
2283,600488,津药药业,4.27,0.23%,0.86%,2182.67万,1844.51万,338.15万,4027.18万
2284,601225,陕西煤业,22.08,0.23%,0.44%,4.74亿,4.63亿,1151.17万,9.37亿
2285,600853,龙建股份,4.37,0.23%,1.61%,3555.33万,3559.55万,-4.22万,7114.89万
2286,600497,驰宏锌锗,8.71,0.23%,3.04%,7.36亿,5.87亿,1.48亿,13.23亿
2287,600361,创新新材,4.44,0.23%,1.43%,1.22亿,1.18亿,365.48万,2.40亿
2288,600332,白云山,25.61,0.23%,1.70%,2.87亿,3.29亿,-4144.76万,6.16亿
2289,300692,中赋科技,8.74,0.23%,2.00%,3673.39万,3545.79万,127.60万,7219.19万
2290,300625,三雄极光,12.99,0.23%,1.76%,1512.37万,2202.18万,-689.81万,3714.56万
2291,300351,永贵电器,17.35,0.23%,1.78%,3960.61万,4207.05万,-246.44万,8167.67万
2292,002775,文科股份,4.33,0.23%,1.96%,2009.54万,1929.82万,79.72万,3996.86万
2293,002039,黔源电力,17.27,0.23%,0.95%,3526.08万,3488.67万,37.41万,7018.20万
2294,000652,泰达股份,4.29,0.23%,1.24%,3576.74万,4031.20万,-454.46万,7776.09万
2295,000544,中原环保,8.6,0.23%,0.50%,2071.96万,2108.79万,-36.83万,4202.05万
2296,688349,三一重能,27.73,0.22%,0.33%,5572.43万,5166.61万,405.83万,1.07亿
2297,600721,百花医药,9.18,0.22%,2.15%,3225.18万,4396.98万,-1171.80万,7622.16万
2298,605303,园林股份,17.87,0.22%,1.49%,2112.01万,2189.38万,-77.37万,4301.39万
2299,002553,南方精工,26.8,0.22%,2.74%,9099.67万,9168.18万,-68.51万,1.85亿
2300,002396,星网锐捷,27.28,0.22%,1.76%,1.64亿,1.18亿,4548.54万,2.82亿
2301,002543,万和电气,9.32,0.22%,0.72%,2339.25万,2045.01万,294.24万,4432.71万
2302,603380,易德龙,37.09,0.22%,0.68%,2550.11万,1475.67万,1074.44万,4025.78万
2303,600795,国电电力,4.62,0.22%,0.90%,4.04亿,3.39亿,6518.92万,7.42亿
2304,600085,同仁堂,31.53,0.22%,1.76%,3.42亿,4.33亿,-9071.99万,7.75亿
2305,300407,凯发电气,13.37,0.22%,3.48%,6088.62万,5935.78万,152.84万,1.20亿
2306,300397,天和防务,13.93,0.22%,3.48%,9702.16万,9947.00万,-244.84万,1.96亿
2307,300298,三诺生物,18.23,0.22%,1.21%,5331.48万,4443.60万,887.89万,9985.28万
2308,300145,南方泵业,4.46,0.22%,1.49%,6898.11万,5779.86万,1118.25万,1.28亿
2309,000997,新大陆,26.76,0.22%,1.15%,1.42亿,1.60亿,-1775.13万,3.08亿
2310,300957,贝泰妮,47.54,0.21%,4.59%,4.70亿,4.56亿,1435.22万,9.26亿
2311,600841,动力新科,9.55,0.21%,4.42%,2.33亿,2.00亿,3397.07万,4.33亿
2312,688187,时代电气,56.62,0.21%,0.55%,1.35亿,1.35亿,60.84万,2.70亿
2313,605580,恒盛能源,23.49,0.21%,1.41%,4730.33万,4551.48万,178.85万,9281.81万
2314,300109,新开源,19.0,0.21%,2.64%,1.22亿,1.01亿,2083.77万,2.26亿
2315,300252,金信诺,14.56,0.21%,4.38%,1.77亿,1.76亿,74.30万,3.58亿
2316,301015,百洋医药,23.98,0.21%,0.93%,6031.47万,5762.35万,269.12万,1.18亿
2317,688010,福光股份,28.9,0.21%,1.38%,3465.72万,2958.15万,507.57万,6423.87万
2318,603826,坤彩科技,19.5,0.21%,6.21%,4.36亿,3.82亿,5363.45万,8.18亿
2319,603528,多伦科技,9.55,0.21%,0.95%,3351.09万,3060.75万,290.33万,6411.83万
2320,603223,恒通股份,9.72,0.21%,0.63%,2246.01万,2141.82万,104.19万,4387.83万
2321,603183,建研院,4.78,0.21%,1.96%,2542.27万,2123.80万,418.47万,4666.07万
2322,600198,大唐电信,9.66,0.21%,1.60%,1.07亿,9379.90万,1346.81万,2.01亿
2323,300635,中达安,14.0,0.21%,2.78%,2406.72万,2310.42万,96.29万,4717.13万
2324,300086,康芝药业,9.67,0.21%,8.22%,1.64亿,1.94亿,-3032.41万,3.62亿
2325,002839,张家港行,4.68,0.21%,1.70%,1.09亿,8406.24万,2490.46万,1.95亿
2326,002677,浙江美大,9.55,0.21%,1.84%,4581.23万,4703.45万,-122.22万,9399.28万
2327,002524,光正眼科,4.71,0.21%,5.47%,5563.36万,7461.26万,-1897.90万,1.32亿
2328,301083,百胜智能,19.43,0.21%,2.37%,2257.56万,1691.97万,565.59万,3949.53万
2329,000593,德龙汇能,14.34,0.21%,3.23%,8709.85万,7948.19万,761.66万,1.68亿
2330,000539,粤电力A,4.84,0.21%,0.74%,4596.97万,4450.68万,146.29万,9175.10万
2331,001325,元创股份,51.22,0.20%,6.42%,3671.41万,2731.66万,939.76万,6455.82万
2332,000589,贵州轮胎,5.13,0.20%,1.72%,6728.19万,6764.79万,-36.60万,1.36亿
2333,688332,中科蓝讯,132.09,0.20%,1.44%,1.25亿,1.06亿,1932.06万,2.32亿
2334,301419,阿莱德,34.27,0.20%,5.08%,3686.22万,3746.32万,-60.09万,7432.53万
2335,605011,杭州热电,20.55,0.20%,0.72%,3409.19万,2510.92万,898.27万,5920.11万
2336,301258,富士莱,34.25,0.20%,1.10%,1952.71万,1413.78万,538.93万,3366.49万
2337,688459,哈铁科技,10.0,0.20%,1.37%,1402.10万,1012.12万,389.98万,2414.21万
2338,688371,菲沃泰,20.45,0.20%,0.49%,1791.38万,1562.57万,228.82万,3353.95万
2339,300846,首都在线,24.65,0.20%,9.11%,4.62亿,4.19亿,4253.08万,8.81亿
2340,603095,越剑智能,20.53,0.20%,2.35%,5979.89万,6534.24万,-554.35万,1.25亿
2341,002973,侨银股份,14.95,0.20%,1.02%,2948.22万,1827.36万,1120.86万,4775.57万
2342,600793,宜宾纸业,20.52,0.20%,1.23%,2481.90万,1976.54万,505.37万,4458.45万
2343,600023,浙能电力,4.96,0.20%,0.38%,1.15亿,1.34亿,-1971.56万,2.49亿
2344,300698,万马科技,40.18,0.20%,2.45%,5184.38万,6537.02万,-1352.64万,1.17亿
2345,300597,吉大通信,9.98,0.20%,2.70%,4027.01万,3298.68万,728.34万,7325.70万
2346,300547,川环科技,34.42,0.20%,2.43%,7417.54万,7583.78万,-166.24万,1.50亿
2347,300035,中科电气,20.51,0.20%,2.31%,1.54亿,1.20亿,3370.46万,2.77亿
2348,002889,东方嘉盛,15.12,0.20%,0.72%,1569.66万,1138.60万,431.07万,2733.21万
2349,688072,拓荆科技,330.33,0.20%,1.43%,7.17亿,6.23亿,9414.84万,13.40亿
2350,688628,优利德,36.4,0.19%,0.73%,1721.36万,1258.41万,462.95万,2979.77万
2351,300920,润阳科技,41.31,0.19%,2.35%,2999.14万,2418.46万,580.68万,5417.59万
2352,688296,和达科技,16.06,0.19%,1.27%,1015.26万,1176.53万,-161.28万,2191.79万
2353,600578,京能电力,5.18,0.19%,0.37%,7235.72万,5653.94万,1581.78万,1.29亿
2354,600168,武汉控股,5.26,0.19%,0.74%,1993.23万,1881.10万,112.14万,3874.33万
2355,300238,冠昊生物,15.58,0.19%,1.80%,3679.15万,3693.83万,-14.68万,7469.27万
2356,300081,恒信东方,5.31,0.19%,2.96%,4604.74万,4838.91万,-234.17万,9502.91万
2357,002722,物产金轮,15.74,0.19%,1.25%,2001.51万,1739.06万,262.45万,3765.14万
2358,000915,华特达因,32.13,0.19%,2.10%,8279.27万,7561.73万,717.54万,1.60亿
2359,000597,东北制药,5.26,0.19%,1.07%,4728.66万,3191.57万,1537.10万,7980.03万
2360,301080,百普赛斯,49.67,0.18%,2.39%,6414.68万,8564.24万,-2149.57万,1.50亿
2361,601609,金田股份,11.12,0.18%,1.67%,1.69亿,1.54亿,1540.81万,3.23亿
2362,688311,盟升电子,44.99,0.18%,3.27%,1.34亿,1.16亿,1809.70万,2.49亿
2363,688018,乐鑫科技,161.82,0.18%,1.36%,1.80亿,1.63亿,1756.70万,3.43亿
2364,600604,市北高新,5.47,0.18%,0.61%,2522.58万,2177.09万,345.49万,4699.66万
2365,002940,昂利康,32.7,0.18%,3.95%,1.23亿,1.16亿,658.60万,2.41亿
2366,300727,润禾材料,33.9,0.18%,1.35%,4110.71万,3364.37万,746.34万,7475.08万
2367,000036,华联控股,5.59,0.18%,3.10%,1.26亿,1.16亿,1002.41万,2.43亿
2368,000570,苏常柴A,5.95,0.17%,2.03%,2959.82万,3781.87万,-822.04万,6778.70万
2369,002701,奥瑞金,5.77,0.17%,1.03%,8243.83万,6899.19万,1344.63万,1.53亿
2370,600149,廊坊发展,5.96,0.17%,10.11%,1.13亿,1.17亿,-467.19万,2.30亿
2371,688466,金科环境,17.95,0.17%,1.06%,1137.80万,1186.54万,-48.73万,2324.34万
2372,600526,菲达环保,5.79,0.17%,1.17%,3083.25万,2811.94万,271.31万,5895.19万
2373,300941,创识科技,23.52,0.17%,4.91%,6295.36万,5999.78万,295.58万,1.23亿
2374,603600,永艺股份,11.87,0.17%,1.40%,2543.22万,2466.32万,76.89万,5009.55万
2375,600908,无锡银行,5.98,0.17%,1.17%,8394.05万,5666.72万,2727.33万,1.41亿
2376,600885,宏发股份,29.15,0.17%,0.82%,1.99亿,1.73亿,2541.68万,3.72亿
2377,600128,苏豪弘业,11.75,0.17%,2.37%,3598.21万,3281.78万,316.43万,6879.99万
2378,300122,智飞生物,17.47,0.17%,1.32%,1.53亿,1.71亿,-1847.19万,3.29亿
2379,300050,世纪鼎利,5.89,0.17%,3.04%,5253.09万,4549.08万,704.02万,9802.17万
2380,002884,凌霄泵业,17.92,0.17%,0.93%,2223.04万,2329.68万,-106.63万,4552.71万
2381,002255,海陆重工,12.12,0.17%,2.44%,9419.27万,9508.33万,-89.06万,1.89亿
2382,301428,世纪恒通,37.91,0.16%,14.82%,1.76亿,1.66亿,1068.62万,3.42亿
2383,002900,哈三联,12.18,0.16%,2.87%,2857.01万,3232.95万,-375.95万,6212.00万
2384,688593,新相微,25.2,0.16%,2.72%,1.15亿,1.06亿,835.42万,2.21亿
2385,301126,达嘉维康,12.38,0.16%,3.73%,3500.26万,2897.18万,603.08万,6397.45万
2386,002333,罗普斯金,6.2,0.16%,1.28%,2907.95万,2270.45万,637.50万,5181.18万
2387,301257,普蕊斯,69.35,0.16%,2.90%,8583.36万,6573.74万,2009.62万,1.52亿
2388,688133,泰坦科技,24.72,0.16%,1.42%,2879.61万,2926.75万,-47.14万,5806.35万
2389,002892,科力尔,12.45,0.16%,1.51%,5298.70万,3616.28万,1682.42万,9060.89万
2390,688119,中钢洛耐,6.21,0.16%,2.21%,8155.60万,7410.81万,744.79万,1.56亿
2391,603683,晶华新材,25.2,0.16%,4.85%,2.25亿,1.30亿,9491.08万,3.55亿
2392,603202,天有为,92.83,0.16%,2.43%,3755.96万,3760.53万,-4.57万,7516.49万
2393,601166,兴业银行,18.85,0.16%,0.49%,8.46亿,11.28亿,-2.82亿,19.75亿
2394,000541,佛山照明,6.32,0.16%,0.85%,2938.74万,3644.52万,-705.78万,6642.62万
2395,600744,华银电力,6.33,0.16%,1.58%,1.10亿,9397.40万,1614.45万,2.04亿
2396,600268,国电南自,12.5,0.16%,2.37%,1.48亿,1.54亿,-667.37万,3.02亿
2397,600558,大西洋,6.21,0.16%,1.60%,4285.62万,4696.78万,-411.16万,8982.39万
2398,300701,森霸传感,12.55,0.16%,1.54%,2376.33万,2443.17万,-66.84万,4819.50万
2399,300652,雷迪克,50.58,0.16%,2.22%,6048.75万,7481.70万,-1432.95万,1.35亿
2400,300365,恒华科技,6.08,0.16%,3.36%,5240.69万,5235.36万,5.33万,1.05亿
2401,300335,迪森股份,6.19,0.16%,5.23%,6677.82万,5583.95万,1093.87万,1.24亿
2402,300124,汇川技术,74.65,0.16%,0.89%,8.39亿,7.63亿,7643.80万,16.02亿
2403,000788,北大医药,6.32,0.16%,2.44%,4677.21万,4487.56万,189.65万,9254.24万
2404,605199,ST葫芦娃,6.75,0.15%,0.97%,1085.80万,1566.35万,-480.55万,2652.14万
2405,301421,波长光电,92.94,0.15%,5.12%,1.04亿,1.17亿,-1337.78万,2.21亿
2406,301508,中机认检,32.92,0.15%,2.89%,2816.45万,2802.90万,13.55万,5619.35万
2407,002686,亿利达,6.9,0.15%,1.56%,2844.16万,2761.56万,82.60万,5646.15万
2408,301087,可孚医疗,54.47,0.15%,1.51%,8761.41万,7275.49万,1485.92万,1.60亿
2409,301009,可靠股份,13.41,0.15%,2.45%,2804.01万,2160.31万,643.70万,4964.33万
2410,688276,百克生物,20.04,0.15%,0.47%,2076.43万,1811.43万,265.00万,3887.86万
2411,300909,汇创达,45.6,0.15%,1.75%,4760.13万,5034.76万,-274.63万,9794.89万
2412,605008,长鸿高科,13.44,0.15%,0.38%,1758.05万,1535.78万,222.27万,3293.83万
2413,000911,广农糖业,6.66,0.15%,3.56%,5017.47万,4415.05万,602.42万,9498.38万
2414,601077,渝农商行,6.58,0.15%,0.79%,2.30亿,2.28亿,198.01万,4.58亿
2415,600909,华安证券,6.61,0.15%,1.35%,2.27亿,1.90亿,3743.31万,4.17亿
2416,600864,哈投股份,6.58,0.15%,1.07%,7937.52万,6770.66万,1166.86万,1.47亿
2417,600351,亚宝药业,6.66,0.15%,3.45%,7414.18万,8623.08万,-1208.90万,1.60亿
2418,600127,金健米业,6.68,0.15%,3.61%,6593.66万,8899.22万,-2305.55万,1.55亿
2419,300647,超频三,6.8,0.15%,2.52%,3994.95万,3849.02万,145.93万,7843.97万
2420,300464,星徽股份,6.78,0.15%,3.74%,4424.49万,4566.04万,-141.55万,8990.53万
2421,300168,万达信息,6.57,0.15%,1.14%,4707.27万,5884.92万,-1177.65万,1.08亿
2422,002733,雄韬股份,19.9,0.15%,1.20%,3993.45万,4790.20万,-796.75万,8783.65万
2423,000151,中成股份,13.62,0.15%,1.40%,2848.39万,2914.55万,-66.16万,5878.11万
2424,000421,南京公用,7.08,0.14%,1.52%,3404.47万,2764.69万,639.77万,6207.41万
2425,605183,确成股份,21.07,0.14%,0.53%,2325.55万,2274.00万,51.55万,4599.54万
2426,603990,麦迪科技,14.82,0.14%,2.33%,5627.97万,4979.91万,648.06万,1.06亿
2427,603703,盛洋科技,14.67,0.14%,2.51%,7858.31万,7503.83万,354.48万,1.54亿
2428,600469,风神股份,7.4,0.14%,2.42%,6758.32万,6397.99万,360.33万,1.32亿
2429,600378,昊华科技,35.5,0.14%,0.59%,1.21亿,1.07亿,1344.75万,2.28亿
2430,605259,绿田机械,21.97,0.14%,0.81%,1685.59万,1378.24万,307.36万,3063.83万
2431,300729,乐歌股份,14.21,0.14%,0.84%,2052.86万,1781.65万,271.21万,3834.50万
2432,300583,赛托生物,14.81,0.14%,1.03%,1529.90万,1323.03万,206.88万,2852.93万
2433,300299,富春股份,7.12,0.14%,4.49%,1.05亿,1.12亿,-740.51万,2.19亿
2434,300140,节能环境,7.32,0.14%,3.60%,1.29亿,1.38亿,-887.13万,2.69亿
2435,002917,金奥博,14.16,0.14%,1.78%,3256.01万,3229.83万,26.18万,6613.14万
2436,002370,亚太药业,7.13,0.14%,1.61%,4527.85万,4064.48万,463.37万,8595.90万
2437,000530,冰山冷热,6.91,0.14%,2.22%,4644.36万,4488.10万,156.26万,9201.12万
2438,688479,友车科技,22.39,0.13%,2.99%,2450.29万,1747.56万,702.72万,4197.85万
2439,001210,金房能源,23.03,0.13%,3.78%,5047.17万,3304.86万,1742.32万,8428.93万
2440,000526,学大教育,38.43,0.13%,0.95%,1901.13万,2387.79万,-486.66万,4361.91万
2441,301300,远翔新材,45.66,0.13%,3.88%,3088.69万,2419.64万,669.05万,5508.34万
2442,301217,铜冠铜箔,29.96,0.13%,1.18%,1.53亿,1.40亿,1375.38万,2.93亿
2443,003037,三和管桩,7.91,0.13%,0.76%,1742.14万,1763.68万,-21.54万,3595.83万
2444,300281,金明精机,7.72,0.13%,1.27%,2161.43万,1759.41万,402.02万,3920.85万
2445,688468,科美诊断,7.87,0.13%,0.95%,1301.18万,1731.33万,-430.15万,3032.52万
2446,603758,秦安股份,14.89,0.13%,0.63%,2014.15万,2135.13万,-120.98万,4149.29万
2447,603609,禾丰股份,7.42,0.13%,0.41%,1500.92万,1291.36万,209.56万,2792.28万
2448,603311,金海高科,15.97,0.13%,2.32%,4892.05万,3923.68万,968.38万,8815.73万
2449,601601,中国太保,44.81,0.13%,0.41%,6.20亿,6.31亿,-1039.99万,12.51亿
2450,600618,氯碱化工,15.32,0.13%,3.28%,1.93亿,1.89亿,422.22万,3.81亿
2451,600215,派斯林,7.67,0.13%,1.91%,3450.12万,3257.35万,192.77万,6707.47万
2452,300580,贝斯特,23.76,0.13%,1.18%,6686.80万,6619.39万,67.41万,1.33亿
2453,300472,*ST新元,7.95,0.13%,1.68%,1624.91万,1917.39万,-292.47万,3542.30万
2454,002724,海洋王,7.47,0.13%,2.10%,4357.23万,4414.94万,-57.71万,8907.53万
2455,002696,百洋股份,7.56,0.13%,2.04%,2721.16万,2408.97万,312.19万,5204.59万
2456,002517,恺英网络,22.26,0.13%,2.56%,5.37亿,5.25亿,1222.07万,10.69亿
2457,000543,皖能电力,7.96,0.13%,0.83%,8067.17万,6782.83万,1284.34万,1.50亿
2458,001277,速达股份,41.65,0.12%,2.38%,2191.42万,2247.47万,-56.05万,4491.75万
2459,603072,天和磁材,41.02,0.12%,1.90%,5135.44万,4706.80万,428.64万,9842.24万
2460,001390,古麒绒材,24.11,0.12%,2.52%,1659.84万,1369.29万,290.55万,3029.37万
2461,603307,扬州金泉,42.16,0.12%,3.77%,1737.49万,963.87万,773.62万,2701.36万
2462,301070,开勒股份,60.07,0.12%,1.86%,3822.99万,2814.58万,1008.41万,6637.58万
2463,300964,本川智能,56.29,0.12%,3.02%,4435.88万,5122.33万,-686.45万,9558.20万
2464,603212,赛伍技术,16.97,0.12%,11.63%,3.98亿,4.62亿,-6443.07万,8.60亿
2465,688305,科德数控,58.82,0.12%,0.97%,3292.95万,4247.42万,-954.46万,7540.37万
2466,300913,兆龙互连,50.08,0.12%,1.10%,7584.53万,6568.32万,1016.20万,1.42亿
2467,688101,三达膜,16.73,0.12%,0.44%,1348.12万,1111.87万,236.25万,2459.99万
2468,603227,雪峰科技,8.61,0.12%,0.90%,4008.83万,4284.33万,-275.50万,8293.15万
2469,603012,创力集团,8.12,0.12%,2.41%,6626.24万,6092.56万,533.67万,1.27亿
2470,300735,光弘科技,24.73,0.12%,0.95%,9068.55万,8730.29万,338.26万,1.78亿
2471,300679,电连技术,41.78,0.12%,2.02%,1.47亿,1.55亿,-750.16万,3.02亿
2472,300291,百纳千成,8.48,0.12%,3.45%,1.47亿,1.23亿,2453.03万,2.70亿
2473,300030,阳普医疗,8.24,0.12%,2.27%,2888.42万,2230.70万,657.72万,5119.11万
2474,002443,金洲管道,8.5,0.12%,2.21%,4678.85万,5068.39万,-389.55万,9752.25万
2475,002148,北纬科技,8.63,0.12%,2.67%,5430.26万,4927.52万,502.74万,1.04亿
2476,688298,东方生物,24.3,0.12%,0.78%,1933.96万,1900.85万,33.11万,3834.81万
2477,002073,软控股份,8.11,0.12%,1.95%,7484.43万,8532.00万,-1047.58万,1.60亿
2478,301248,杰创智能,46.0,0.11%,3.25%,7763.04万,9179.58万,-1416.54万,1.69亿
2479,300946,恒而达,47.6,0.11%,1.58%,3223.77万,2479.72万,744.05万,5703.49万
2480,603055,台华新材,9.35,0.11%,0.65%,3058.26万,2346.20万,712.06万,5404.46万
2481,603776,永安行,17.87,0.11%,1.04%,2474.09万,2733.90万,-259.81万,5207.99万
2482,603043,广州酒家,18.6,0.11%,1.28%,7338.01万,6151.99万,1186.03万,1.35亿
2483,601939,建设银行,8.84,0.11%,1.04%,4.53亿,4.29亿,2487.43万,8.82亿
2484,600371,万向德农,9.28,0.11%,5.84%,7568.23万,8344.06万,-775.83万,1.59亿
2485,600283,钱江水利,9.27,0.11%,0.62%,1689.18万,1471.84万,217.34万,3161.01万
2486,300673,佩蒂股份,17.51,0.11%,1.48%,2073.23万,2127.87万,-54.65万,4201.10万
2487,300542,新晨科技,18.32,0.11%,1.36%,3245.44万,2919.92万,325.52万,6165.36万
2488,300507,苏奥传感,9.34,0.11%,1.21%,4430.44万,4315.33万,115.11万,8750.82万
2489,301446,福事特,44.71,0.11%,4.27%,3136.03万,2985.05万,150.98万,6121.08万
2490,002611,东方精工,17.76,0.11%,2.34%,2.13亿,1.97亿,1550.08万,4.18亿
2491,301170,锡南科技,30.3,0.10%,3.26%,1808.79万,1519.48万,289.31万,3328.27万
2492,688126,沪硅产业,20.82,0.10%,0.94%,2.54亿,2.84亿,-2925.33万,5.38亿
