序号,股票代码,股票简称,最新价,涨跌幅,换手率,流入资金,流出资金,净额,成交额
1551,300864,南大环境,22.24,0.77%,1.57%,3165.80万,2401.19万,764.61万,5567.00万
1552,301029,怡合达,27.49,0.77%,1.75%,1.16亿,1.07亿,961.26万,2.23亿
1553,301012,扬电科技,27.51,0.77%,2.41%,7253.13万,5787.38万,1465.75万,1.30亿
1554,603110,东方材料,17.1,0.77%,2.37%,4563.14万,3580.56万,982.58万,8143.71万
1555,603105,芯能科技,10.44,0.77%,4.60%,1.19亿,1.22亿,-234.38万,2.41亿
1556,600579,中化装备,9.15,0.77%,1.47%,3047.19万,3557.58万,-510.39万,6604.77万
1557,600310,广西能源,3.94,0.77%,0.88%,2770.17万,2287.07万,483.11万,5057.24万
1558,000428,华天酒店,3.98,0.76%,3.39%,7020.60万,6584.81万,435.79万,1.37亿
1559,605028,世茂能源,26.68,0.76%,0.88%,2011.78万,1736.39万,275.38万,3748.17万
1560,688096,京源环保,9.31,0.76%,2.69%,3452.57万,2506.88万,945.68万,5959.45万
1561,300948,冠中生态,19.95,0.76%,5.38%,7052.41万,9202.87万,-2150.46万,1.63亿
1562,688058,宝兰德,31.8,0.76%,1.78%,2239.26万,2080.31万,158.95万,4319.57万
1563,603880,南卫股份,6.61,0.76%,2.22%,2448.52万,1796.30万,652.22万,4244.82万
1564,601866,中远海发,2.64,0.76%,0.92%,1.20亿,1.15亿,516.48万,2.36亿
1565,300778,新城市,14.6,0.76%,3.81%,5747.28万,5589.60万,157.68万,1.13亿
1566,300645,正元智慧,19.86,0.76%,1.88%,2806.95万,2391.17万,415.78万,5198.12万
1567,300535,达威股份,21.2,0.76%,3.59%,3102.33万,2880.80万,221.53万,5983.12万
1568,002942,新农股份,21.35,0.76%,1.85%,3065.35万,2341.88万,723.47万,5436.69万
1569,002657,中科金财,28.01,0.76%,2.68%,1.43亿,1.06亿,3745.58万,2.51亿
1570,002516,旷达科技,6.62,0.76%,1.05%,5515.38万,4541.04万,974.34万,1.02亿
1571,000055,方大集团,3.99,0.76%,1.56%,2502.76万,1693.58万,809.18万,4205.33万
1572,301283,聚胶股份,49.61,0.75%,3.70%,4360.32万,4120.09万,240.23万,8480.42万
1573,603132,金徽股份,16.2,0.75%,1.18%,9320.98万,9306.89万,14.09万,1.86亿
1574,688218,江苏北人,21.51,0.75%,1.55%,2292.38万,1665.10万,627.28万,3957.47万
1575,002992,宝明科技,55.43,0.75%,2.10%,9048.98万,9494.81万,-445.83万,1.86亿
1576,688357,建龙微纳,33.45,0.75%,1.09%,2003.51万,1656.14万,347.36万,3659.65万
1577,603015,弘讯科技,14.72,0.75%,1.95%,6038.32万,5588.24万,450.08万,1.16亿
1578,603181,皇马科技,16.12,0.75%,1.52%,8792.00万,5689.48万,3102.52万,1.45亿
1579,603908,牧高笛,25.46,0.75%,1.48%,1963.90万,1533.74万,430.16万,3497.64万
1580,603877,太平鸟,16.06,0.75%,0.44%,1769.67万,1556.86万,212.82万,3326.52万
1581,603727,博迈科,16.11,0.75%,1.22%,2954.36万,2525.28万,429.07万,5479.63万
1582,603169,兰石重装,10.71,0.75%,1.62%,1.17亿,1.11亿,603.38万,2.27亿
1583,300013,新宁物流,4.05,0.75%,3.08%,3175.46万,2379.70万,795.76万,5555.17万
1584,002896,中大力德,80.64,0.75%,2.13%,1.77亿,1.56亿,2109.14万,3.37亿
1585,002371,北方华创,473.66,0.75%,1.14%,19.71亿,19.39亿,3256.90万,39.10亿
1586,000890,法尔胜,5.38,0.75%,4.66%,5534.79万,4915.65万,619.14万,1.05亿
1587,000153,丰原药业,6.69,0.75%,1.86%,3175.77万,2519.45万,656.32万,5717.81万
1588,000037,深南电A,9.47,0.74%,5.22%,7832.98万,8909.63万,-1076.65万,1.68亿
1589,688727,恒坤新材,54.3,0.74%,8.49%,9717.33万,1.34亿,-3722.47万,2.32亿
1590,300883,龙利得,6.82,0.74%,3.11%,3614.06万,3420.26万,193.79万,7034.33万
1591,688502,茂莱光学,356.15,0.74%,3.35%,1.01亿,9901.95万,208.62万,2.00亿
1592,603933,睿能科技,23.28,0.74%,2.90%,6818.65万,7205.08万,-386.43万,1.40亿
1593,603259,药明康德,97.83,0.74%,1.42%,19.46亿,14.92亿,4.53亿,34.38亿
1594,688267,中触媒,28.74,0.74%,1.22%,3531.99万,2699.93万,832.05万,6231.92万
1595,600533,栖霞建设,2.71,0.74%,1.78%,2583.88万,2460.55万,123.33万,5044.42万
1596,300135,宝利国际,4.06,0.74%,1.94%,4014.39万,3205.95万,808.44万,7220.34万
1597,301272,英华特,43.01,0.73%,2.71%,1944.53万,1710.62万,233.90万,3655.15万
1598,688285,高铁电气,9.62,0.73%,0.76%,1514.71万,1225.24万,289.47万,2739.95万
1599,688658,悦康药业,22.2,0.73%,1.80%,9440.50万,8668.24万,772.26万,1.81亿
1600,603159,上海亚虹,27.5,0.73%,3.11%,6639.70万,5406.85万,1232.85万,1.20亿
1601,601568,北元集团,4.13,0.73%,0.59%,5961.78万,3803.87万,2157.91万,9765.65万
1602,300882,万胜智能,22.05,0.73%,1.92%,6172.40万,5188.72万,983.69万,1.14亿
1603,603351,威尔药业,27.78,0.73%,0.59%,1455.96万,788.19万,667.77万,2244.14万
1604,600681,百川能源,4.15,0.73%,1.76%,5386.92万,4420.57万,966.34万,9807.49万
1605,600256,广汇能源,5.51,0.73%,1.66%,2.97亿,2.83亿,1466.39万,5.80亿
1606,002303,美盈森,4.18,0.72%,2.94%,7331.34万,4587.57万,2743.78万,1.19亿
1607,001239,永达股份,16.75,0.72%,2.61%,2708.87万,2157.59万,551.28万,4992.03万
1608,688361,中科飞测,192.0,0.72%,2.39%,6.09亿,5.33亿,7563.08万,11.42亿
1609,300942,易瑞生物,9.82,0.72%,1.29%,2883.29万,2236.97万,646.31万,5120.75万
1610,001213,中铁特货,4.17,0.72%,0.66%,6257.78万,5978.70万,279.08万,1.24亿
1611,601089,福元医药,26.6,0.72%,1.00%,6067.07万,6795.51万,-728.44万,1.29亿
1612,605122,四方新材,13.97,0.72%,1.88%,2924.37万,1579.21万,1345.16万,4503.58万
1613,300937,药易购,33.66,0.72%,3.33%,3935.28万,3369.66万,565.62万,7304.95万
1614,688728,格科微,15.44,0.72%,0.53%,1.06亿,9897.88万,667.25万,2.05亿
1615,603800,洪田股份,38.96,0.72%,1.34%,5914.64万,4922.18万,992.46万,1.08亿
1616,603316,诚邦股份,13.9,0.72%,2.35%,4991.27万,3587.23万,1404.04万,8578.50万
1617,603220,中贝通信,25.35,0.72%,4.65%,2.73亿,2.38亿,3503.89万,5.11亿
1618,601666,平煤股份,8.37,0.72%,1.47%,1.42亿,1.62亿,-2001.64万,3.04亿
1619,600478,科力远,6.97,0.72%,2.03%,1.31亿,1.05亿,2679.56万,2.36亿
1620,600129,太极集团,18.3,0.72%,4.27%,2.08亿,2.30亿,-2217.00万,4.39亿
1621,300711,广哈通信,28.1,0.72%,4.63%,1.60亿,1.64亿,-381.06万,3.24亿
1622,300233,金城医药,15.3,0.72%,1.53%,4732.96万,3820.60万,912.36万,8696.15万
1623,002817,黄山胶囊,8.37,0.72%,2.92%,3961.92万,3181.82万,780.10万,7143.74万
1624,300564,筑博设计,15.44,0.72%,2.51%,2545.55万,1830.82万,714.73万,4376.36万
1625,301060,兰卫医学,11.34,0.71%,1.76%,3535.95万,3662.48万,-126.52万,7198.54万
1626,603739,蔚蓝生物,15.63,0.71%,2.28%,5250.45万,3795.36万,1455.09万,9045.80万
1627,601012,隆基绿能,18.36,0.71%,2.79%,20.65亿,18.23亿,2.42亿,38.88亿
1628,002767,先锋电子,24.12,0.71%,3.64%,6366.65万,5104.90万,1261.75万,1.15亿
1629,002424,ST百灵,4.25,0.71%,2.04%,5176.45万,5453.28万,-276.83万,1.06亿
1630,001314,亿道信息,46.02,0.70%,3.92%,4800.98万,4477.74万,323.24万,9331.58万
1631,301266,宇邦新材,46.01,0.70%,5.12%,1.36亿,1.11亿,2473.41万,2.47亿
1632,301198,喜悦智行,14.41,0.70%,2.35%,2912.20万,2360.91万,551.29万,5273.12万
1633,002867,周大生,12.86,0.70%,1.12%,9185.64万,6396.44万,2789.20万,1.56亿
1634,688617,惠泰医疗,230.0,0.70%,0.55%,8831.85万,8926.87万,-95.02万,1.78亿
1635,603022,新通联,11.51,0.70%,2.29%,2966.95万,2308.06万,658.89万,5275.01万
1636,603679,华体科技,15.81,0.70%,2.78%,4208.08万,3123.71万,1084.37万,7331.79万
1637,600973,宝胜股份,7.15,0.70%,1.85%,9433.65万,8780.65万,653.00万,1.82亿
1638,600101,明星电力,10.09,0.70%,2.42%,7502.31万,5877.97万,1624.34万,1.34亿
1639,300743,天地数码,20.24,0.70%,2.11%,2997.59万,2467.37万,530.22万,5464.95万
1640,300411,金盾股份,11.45,0.70%,1.19%,2152.90万,2077.01万,75.89万,4229.91万
1641,300276,三丰智能,8.58,0.70%,1.87%,8935.19万,7684.78万,1250.40万,1.69亿
1642,300009,安科生物,10.01,0.70%,1.73%,1.17亿,9472.03万,2237.34万,2.15亿
1643,002927,泰永长征,18.75,0.70%,2.45%,5407.29万,4620.19万,787.09万,1.02亿
1644,002908,德生科技,10.13,0.70%,2.57%,4602.70万,3713.21万,889.50万,8384.49万
1645,300872,天阳科技,17.35,0.70%,2.46%,9213.34万,8836.63万,376.71万,1.80亿
1646,000505,京粮控股,7.17,0.70%,2.25%,5719.38万,4408.47万,1310.92万,1.02亿
1647,301357,北方长龙,127.79,0.69%,7.36%,1.22亿,9929.51万,2314.33万,2.22亿
1648,001337,四川黄金,46.37,0.69%,13.58%,9.07亿,8.80亿,2764.89万,17.99亿
1649,300950,德固特,24.66,0.69%,3.57%,4206.48万,3850.61万,355.87万,8057.09万
1650,688059,华锐精密,99.23,0.69%,2.12%,9793.89万,9855.76万,-61.87万,1.96亿
1651,605116,奥锐特,27.61,0.69%,0.78%,4968.78万,3743.92万,1224.86万,8712.70万
1652,603661,恒林股份,35.1,0.69%,0.73%,2075.81万,1490.57万,585.24万,3566.38万
1653,600831,广电网络,4.39,0.69%,1.35%,2285.51万,1929.78万,355.73万,4215.29万
1654,600392,盛和资源,24.67,0.69%,3.95%,8.46亿,8.47亿,-81.60万,16.93亿
1655,600105,永鼎股份,26.08,0.69%,7.13%,14.38亿,13.12亿,1.26亿,27.50亿
1656,300736,百邦科技,18.88,0.69%,5.00%,5716.32万,5958.69万,-242.37万,1.17亿
1657,300412,迦南科技,5.84,0.69%,3.41%,4761.95万,4542.32万,219.63万,9379.49万
1658,300172,中电环保,5.81,0.69%,3.34%,4721.29万,5398.99万,-677.70万,1.02亿
1659,002902,铭普光磁,20.57,0.69%,2.58%,5299.36万,4044.24万,1255.12万,9441.10万
1660,002796,世嘉科技,42.3,0.69%,6.56%,3.41亿,2.91亿,5022.26万,6.41亿
1661,000690,宝新能源,4.39,0.69%,1.60%,9223.18万,5890.64万,3332.54万,1.53亿
1662,001256,炜冈科技,22.21,0.68%,1.89%,2697.53万,1765.36万,932.17万,4493.54万
1663,001282,三联锻造,20.75,0.68%,2.46%,2318.25万,1654.02万,664.23万,3993.27万
1664,301309,万得凯,30.91,0.68%,3.92%,1837.14万,1261.13万,576.01万,3098.26万
1665,603041,美思德,13.29,0.68%,1.42%,1747.08万,1718.03万,29.06万,3465.10万
1666,300998,宁波方正,23.75,0.68%,1.93%,2674.57万,2246.37万,428.20万,4920.94万
1667,605077,华康股份,16.25,0.68%,0.62%,1799.58万,1232.21万,567.37万,3031.80万
1668,603221,爱丽家居,13.3,0.68%,1.37%,2485.50万,1926.36万,559.13万,4411.86万
1669,688520,神州细胞,40.0,0.68%,0.38%,3586.13万,3181.49万,404.65万,6767.62万
1670,300105,龙源技术,7.37,0.68%,1.82%,3444.63万,3451.24万,-6.61万,6957.86万
1671,002628,成都路桥,4.43,0.68%,2.15%,3409.77万,3750.75万,-340.98万,7197.00万
1672,002172,澳洋健康,4.44,0.68%,2.90%,5653.03万,4209.78万,1443.25万,9863.30万
1673,001324,长青科技,19.5,0.67%,2.30%,2304.06万,1343.03万,961.03万,3660.73万
1674,603071,物产环能,13.61,0.67%,0.39%,1702.01万,1247.94万,454.07万,2949.94万
1675,001391,国货航,6.02,0.67%,2.16%,9909.39万,9876.68万,32.71万,1.98亿
1676,301051,信濠光电,19.57,0.67%,1.67%,2982.20万,2284.23万,697.98万,5266.43万
1677,301519,舜禹股份,15.03,0.67%,2.65%,1622.26万,1384.34万,237.91万,3006.60万
1678,300389,艾比森,18.05,0.67%,3.00%,6681.04万,5969.87万,711.17万,1.27亿
1679,688569,铁科轨道,20.95,0.67%,0.48%,1006.13万,1092.78万,-86.65万,2098.90万
1680,300905,宝丽迪,36.01,0.67%,2.02%,5860.96万,4330.71万,1530.25万,1.02亿
1681,603322,超讯通信,36.23,0.67%,2.57%,8011.49万,6616.87万,1394.62万,1.46亿
1682,300608,思特奇,12.06,0.67%,2.83%,4997.05万,4826.22万,170.83万,9823.28万
1683,300553,集智股份,42.2,0.67%,3.56%,6469.52万,6278.48万,191.04万,1.27亿
1684,300260,新莱应材,52.55,0.67%,2.74%,2.15亿,1.95亿,1994.28万,4.16亿
1685,002863,今飞凯达,6.05,0.67%,2.11%,4291.08万,3312.40万,978.68万,7667.61万
1686,002515,金字火腿,5.98,0.67%,1.67%,6586.48万,5356.80万,1229.68万,1.20亿
1687,002247,聚力文化,3.0,0.67%,2.93%,2706.40万,2932.43万,-226.03万,5638.86万
1688,000951,中国重汽,19.43,0.67%,1.60%,1.74亿,1.90亿,-1626.85万,3.66亿
1689,000678,襄阳轴承,13.49,0.67%,2.01%,6831.85万,5543.56万,1288.30万,1.25亿
1690,000408,藏格矿业,83.11,0.67%,0.97%,6.52亿,5.95亿,5667.08万,12.51亿
1691,688420,美腾科技,27.38,0.66%,2.90%,1739.74万,1588.65万,151.09万,3328.38万
1692,688426,康为世纪,25.9,0.66%,2.19%,1125.96万,1044.94万,81.02万,2170.90万
1693,301153,中科江南,22.78,0.66%,1.47%,5826.28万,5230.51万,595.78万,1.11亿
1694,301208,中亦科技,38.27,0.66%,1.69%,2462.29万,1802.04万,660.25万,4264.33万
1695,301151,冠龙节能,19.76,0.66%,0.87%,1660.99万,1263.57万,397.42万,2924.56万
1696,600444,国机通用,18.43,0.66%,1.65%,2164.13万,2305.53万,-141.40万,4469.66万
1697,605336,帅丰电器,15.18,0.66%,1.28%,2053.79万,1500.87万,552.92万,3554.66万
1698,300522,世名科技,12.25,0.66%,1.08%,2054.27万,1428.16万,626.12万,3482.43万
1699,600769,祥龙电业,12.17,0.66%,1.42%,3601.02万,2886.59万,714.43万,6487.62万
1700,603393,新天然气,29.08,0.66%,1.52%,1.04亿,8187.93万,2254.26万,1.86亿
1701,600929,雪天盐业,6.1,0.66%,1.03%,5543.11万,4830.05万,713.06万,1.04亿
1702,300127,银河磁体,33.74,0.66%,3.73%,1.49亿,1.39亿,1037.90万,2.91亿
1703,002749,国光股份,13.79,0.66%,0.57%,1913.62万,1635.79万,277.82万,3564.72万
1704,001266,宏英智能,33.93,0.65%,3.55%,3937.04万,3009.17万,927.87万,7014.97万
1705,001336,楚环科技,27.89,0.65%,3.55%,2402.75万,2167.75万,235.00万,4618.16万
1706,301555,惠柏新材,34.19,0.65%,4.48%,4126.59万,3300.77万,825.82万,7427.36万
1707,688765,禾元生物,73.28,0.65%,3.85%,5389.17万,6333.25万,-944.08万,1.17亿
1708,605098,行动教育,46.4,0.65%,1.18%,3554.28万,3012.55万,541.74万,6566.83万
1709,002282,博深股份,7.77,0.65%,1.31%,2848.62万,2320.32万,528.30万,5169.25万
1710,600961,株冶集团,20.06,0.65%,3.94%,2.98亿,2.87亿,1036.96万,5.85亿
1711,600496,精工钢构,4.65,0.65%,1.29%,6434.88万,5495.01万,939.88万,1.19亿
1712,002635,安洁科技,13.91,0.65%,1.87%,5974.04万,4253.99万,1720.05万,1.03亿
1713,002011,盾安环境,12.37,0.65%,1.30%,9401.95万,7659.98万,1741.97万,1.71亿
1714,603205,健尔康,28.46,0.64%,2.13%,1510.24万,994.43万,515.81万,2504.67万
1715,301456,盘古智能,29.68,0.64%,1.81%,1810.29万,1447.63万,362.66万,3257.91万
1716,603261,*ST立航,29.7,0.64%,0.85%,1115.05万,838.51万,276.54万,1953.56万
1717,688046,药康生物,17.4,0.64%,0.89%,3539.47万,2821.31万,718.16万,6360.79万
1718,301449,天溯计量,78.35,0.64%,5.09%,2991.05万,2548.32万,442.73万,5539.36万
1719,301181,标榜股份,42.14,0.64%,1.85%,3696.02万,3406.91万,289.12万,7102.92万
1720,300453,三鑫医疗,9.49,0.64%,1.67%,3122.74万,2439.70万,683.04万,5682.29万
1721,600644,乐山电力,10.99,0.64%,2.12%,7438.93万,6092.90万,1346.03万,1.35亿
1722,301120,新特电气,20.49,0.64%,9.93%,2.34亿,2.17亿,1638.42万,4.51亿
1723,603260,合盛硅业,48.88,0.64%,0.43%,1.36亿,1.11亿,2511.73万,2.47亿
1724,600609,金杯汽车,4.75,0.64%,1.08%,3553.45万,3158.66万,394.79万,6712.11万
1725,300631,久吾高科,28.25,0.64%,1.58%,3177.90万,2218.98万,958.92万,5396.88万
1726,300496,中科创达,71.03,0.64%,3.40%,4.18亿,4.75亿,-5725.93万,8.93亿
1727,300354,东华测试,42.45,0.64%,1.79%,3024.69万,3168.89万,-144.21万,6193.58万
1728,002688,金河生物,6.29,0.64%,1.33%,3581.39万,2664.34万,917.05万,6283.41万
1729,002556,辉隆股份,6.29,0.64%,1.59%,5286.03万,4168.86万,1117.17万,9531.14万
1730,002555,三七互娱,25.14,0.64%,2.97%,6.20亿,5.60亿,6084.16万,11.92亿
1731,001382,新亚电缆,20.75,0.63%,3.04%,1971.69万,1941.19万,30.50万,3914.12万
1732,688545,兴福电子,50.9,0.63%,3.33%,1.45亿,1.64亿,-1893.93万,3.08亿
1733,000620,盈新发展,3.22,0.63%,3.42%,2.63亿,2.46亿,1732.74万,5.14亿
1734,300854,中兰环保,22.38,0.63%,4.60%,4418.32万,4003.63万,414.70万,8421.95万
1735,688531,日联科技,70.64,0.63%,1.41%,4890.81万,5825.94万,-935.13万,1.07亿
1736,688570,天玛智控,19.05,0.63%,0.60%,1158.09万,999.37万,158.71万,2157.46万
1737,301157,华塑科技,53.08,0.63%,3.59%,2375.67万,1586.52万,789.15万,3962.19万
1738,301356,天振股份,22.5,0.63%,3.87%,2516.60万,2304.55万,212.05万,4821.14万
1739,688621,阳光诺和,65.96,0.63%,1.38%,5128.95万,5125.59万,3.37万,1.03亿
1740,300097,ST智云,7.96,0.63%,2.21%,2429.17万,2286.65万,142.52万,4754.90万
1741,300891,惠云钛业,9.51,0.63%,2.40%,4088.91万,3527.23万,561.68万,7616.14万
1742,603557,ST起步,3.18,0.63%,5.79%,5030.48万,6621.50万,-1591.03万,1.17亿
1743,603278,大业股份,12.73,0.63%,4.00%,9353.90万,8068.70万,1285.21万,1.74亿
1744,300500,启迪设计,12.7,0.63%,1.85%,2248.22万,1693.65万,554.57万,3941.87万
1745,002391,长青股份,6.38,0.63%,1.87%,2883.79万,2653.68万,230.11万,5538.10万
1746,002281,光迅科技,66.75,0.63%,3.21%,8.46亿,8.26亿,1979.68万,16.72亿
1747,000722,湖南发展,12.83,0.63%,2.59%,8251.71万,7102.64万,1149.06万,1.55亿
1748,000566,海南海药,6.34,0.63%,2.56%,9245.41万,1.17亿,-2478.39万,2.12亿
1749,000066,中国长城,15.96,0.63%,3.22%,8.24亿,8.16亿,790.10万,16.56亿
1750,301290,东星医疗,28.99,0.62%,2.77%,3284.89万,2205.76万,1079.13万,5490.65万
1751,301327,华宝新能,56.9,0.62%,1.58%,3514.22万,3301.68万,212.54万,6815.90万
1752,688032,禾迈股份,109.11,0.62%,1.19%,8679.65万,7422.48万,1257.17万,1.61亿
1753,600207,安彩高科,4.88,0.62%,1.52%,3920.28万,4093.11万,-172.82万,8013.40万
1754,603706,东方环宇,21.03,0.62%,0.45%,1094.58万,714.33万,380.25万,1808.91万
1755,603398,*ST沐邦,9.75,0.62%,1.74%,3296.08万,4023.78万,-727.70万,7319.87万
1756,603336,宏辉果蔬,9.68,0.62%,2.99%,1.06亿,7003.63万,3551.60万,1.76亿
1757,603217,元利科技,25.79,0.62%,1.15%,3393.75万,2809.41万,584.34万,6203.16万
1758,001286,陕西能源,9.87,0.61%,1.23%,6533.77万,6123.77万,410.00万,1.27亿
1759,301234,五洲医疗,41.32,0.61%,2.44%,2191.89万,1873.50万,318.39万,4065.39万
1760,688290,景业智能,52.78,0.61%,0.53%,1291.58万,1567.95万,-276.37万,2859.52万
1761,603170,宝立食品,14.94,0.61%,1.71%,4888.39万,5342.93万,-454.54万,1.02亿
1762,605588,冠石科技,55.74,0.61%,1.36%,3340.12万,2209.94万,1130.18万,5550.06万
1763,300985,致远新能,23.24,0.61%,7.56%,1.54亿,1.75亿,-2020.82万,3.29亿
1764,605117,德业股份,87.07,0.61%,0.98%,4.26亿,3.51亿,7432.48万,7.77亿
1765,300853,申昊科技,21.45,0.61%,2.19%,2928.98万,2255.19万,673.79万,5184.17万
1766,603869,ST智知,9.91,0.61%,0.18%,427.14万,454.40万,-27.26万,881.54万
1767,603116,红蜻蜓,6.62,0.61%,1.40%,2976.61万,2361.25万,615.36万,5337.86万
1768,300258,精锻科技,13.18,0.61%,1.71%,6581.72万,6272.93万,308.79万,1.29亿
1769,301141,中科磁业,58.54,0.60%,8.42%,1.10亿,1.09亿,138.21万,2.20亿
1770,301180,万祥科技,18.33,0.60%,2.58%,3677.38万,4077.35万,-399.98万,7754.74万
1771,688616,西力科技,13.41,0.60%,1.47%,1769.05万,1776.64万,-7.59万,3545.70万
1772,002158,汉钟精机,24.98,0.60%,0.65%,4603.25万,4086.43万,516.83万,8689.93万
1773,600626,申达股份,4.99,0.60%,1.29%,3489.54万,3640.49万,-150.95万,7130.02万
1774,300457,赢合科技,28.45,0.60%,2.03%,1.90亿,1.76亿,1408.06万,3.66亿
1775,000565,渝三峡A,8.32,0.60%,3.70%,7025.91万,6287.99万,737.92万,1.34亿
1776,688646,ST逸飞,39.43,0.59%,1.00%,1333.15万,1003.30万,329.85万,2336.46万
1777,300899,*ST凯鑫,34.0,0.59%,0.71%,452.30万,536.69万,-84.39万,988.99万
1778,688799,华纳药厂,47.56,0.59%,2.65%,8990.14万,7600.38万,1389.76万,1.66亿
1779,300439,美康生物,10.26,0.59%,1.06%,1537.87万,1615.88万,-78.01万,3202.07万
1780,600448,华纺股份,3.42,0.59%,2.97%,3598.17万,2785.97万,812.20万,6384.14万
1781,603519,立霸股份,13.58,0.59%,1.28%,2510.23万,2156.72万,353.50万,4666.95万
1782,603689,皖天然气,8.47,0.59%,0.91%,2309.11万,1685.69万,623.42万,3994.81万
1783,603444,吉比特,435.34,0.59%,1.80%,2.80亿,2.82亿,-160.54万,5.62亿
1784,603348,文灿股份,20.35,0.59%,0.52%,1900.59万,1446.55万,454.04万,3347.14万
1785,603323,苏农银行,5.13,0.59%,2.00%,1.20亿,8700.35万,3276.45万,2.07亿
1786,603199,九华旅游,44.59,0.59%,4.31%,1.27亿,8431.26万,4312.77万,2.12亿
1787,603177,德创环保,11.91,0.59%,1.39%,1996.08万,1379.89万,616.19万,3375.97万
1788,600486,扬农化工,71.46,0.59%,1.06%,1.54亿,1.54亿,-27.41万,3.09亿
1789,300236,上海新阳,76.1,0.59%,3.22%,3.28亿,3.51亿,-2287.42万,6.86亿
1790,002835,同为股份,17.19,0.59%,2.89%,3263.26万,3088.38万,174.88万,6351.63万
1791,002560,通达股份,10.3,0.59%,5.59%,1.35亿,1.26亿,847.98万,2.63亿
1792,000020,深华发A,15.3,0.59%,3.07%,4530.49万,3963.92万,566.56万,8533.41万
1793,000809,和展能源,3.44,0.58%,1.79%,3050.91万,1990.44万,1060.47万,5096.84万
1794,000601,韶能股份,5.17,0.58%,2.09%,6628.69万,4681.17万,1947.52万,1.14亿
1795,301613,新铝时代,50.1,0.58%,2.50%,5326.62万,5152.86万,173.75万,1.05亿
1796,002263,大东南,3.45,0.58%,1.99%,7165.22万,5781.22万,1383.99万,1.29亿
1797,301319,唯特偶,45.44,0.58%,2.28%,5672.26万,4016.58万,1655.68万,9688.83万
1798,300024,机器人,17.21,0.58%,1.44%,2.00亿,1.81亿,1870.71万,3.81亿
1799,000803,山高环能,8.72,0.58%,2.74%,5702.28万,5292.06万,410.23万,1.10亿
1800,300092,科新机电,15.58,0.58%,1.84%,3318.44万,2732.78万,585.66万,6051.23万
1801,603558,健盛集团,12.12,0.58%,1.12%,2321.56万,2343.82万,-22.26万,4665.38万
1802,603324,盛剑科技,26.21,0.58%,0.68%,1460.47万,1163.81万,296.67万,2624.28万
1803,603036,如通股份,20.7,0.58%,1.50%,4130.23万,2257.42万,1872.82万,6387.65万
1804,600537,亿晶光电,3.46,0.58%,22.64%,3.84亿,5.68亿,-1.84亿,9.52亿
1805,300643,万通智控,18.94,0.58%,1.22%,2993.20万,2338.11万,655.08万,5331.31万
1806,300410,正业科技,8.69,0.58%,3.77%,6259.90万,5701.74万,558.16万,1.20亿
1807,300165,ST天瑞,5.2,0.58%,1.35%,1708.89万,1221.10万,487.79万,2956.57万
1808,000509,华塑控股,3.45,0.58%,1.21%,2414.24万,2036.46万,377.79万,4482.58万
1809,601061,中信金属,14.23,0.57%,2.96%,1.12亿,9825.94万,1345.98万,2.10亿
1810,003020,立方制药,26.66,0.57%,1.00%,2105.66万,1420.92万,684.74万,3685.73万
1811,688084,晶品特装,83.06,0.57%,0.94%,2634.34万,3176.01万,-541.66万,5810.35万
1812,301225,恒勃股份,142.3,0.57%,4.86%,1.14亿,9489.98万,1937.88万,2.09亿
1813,300793,佳禾智能,15.82,0.57%,1.76%,5352.93万,5037.19万,315.74万,1.04亿
1814,300615,欣天科技,14.06,0.57%,3.54%,3258.69万,3004.02万,254.68万,6262.71万
